NAME                                                                                 VERSION                                                  TYPE                           
sigs.k8s.io/yaml                                                                     v1.6.0                                                   go-module     (+2 duplicates)   
sigstore                                                                             5.0.0                                                    npm           (+1 duplicate)    
simd-adler32                                                                         0.3.8                                                    rust-crate    (+1 duplicate)    
simdjson                                                                             1:4.6.4-1                                                alpm                            
simdutf8                                                                             0.1.5                                                    rust-crate    (+1 duplicate)    
similar                                                                              2.7.0                                                    rust-crate    (+1 duplicate)    
similar                                                                              3.1.1                                                    rust-crate    (+1 duplicate)    
simple-browser                                                                       10.0.0                                                   npm                             
simple-concat                                                                        1.0.1                                                    npm                             
simple-get                                                                           4.0.1                                                    npm                             
simple-git                                                                           3.36.0                                                   npm                             
simple_asn1                                                                          0.6.4                                                    rust-crate    (+1 duplicate)    
sisteransi                                                                           1.0.5                                                    npm                             
six                                                                                  1.17.0                                                   python                          
slab                                                                                 0.4.12                                                   rust-crate    (+1 duplicate)    
smallvec                                                                             1.15.2                                                   rust-crate    (+1 duplicate)    
smart-buffer                                                                         4.2.0                                                    npm           (+1 duplicate)    
smawk                                                                                0.3.2                                                    rust-crate    (+1 duplicate)    
smbclient                                                                            2:4.24.4-1                                               alpm                            
smbus                                                                                1.1                                                      python                          
snappy                                                                               1.2.2-3                                                  alpm                            
sndio                                                                                1.10.0-1                                                 alpm                            
socket2                                                                              0.6.3                                                    rust-crate    (+1 duplicate)    
socks                                                                                2.8.8                                                    npm                             
socks                                                                                2.8.9                                                    npm                             
socks-proxy-agent                                                                    10.1.0                                                   npm                             
socks-proxy-agent                                                                    8.0.5                                                    npm                             
solid                                                                                6.27.0-1                                                 alpm                            
sonnet                                                                               6.27.0-1                                                 alpm                            
sound-theme-freedesktop                                                              0.8-6                                                    alpm                            
source-highlight                                                                     3.1.9-18                                                 alpm                            
source-map                                                                           0.6.1                                                    npm                             
source-map-support                                                                   0.5.21                                                   npm                             
spdx                                                                                 0.13.4                                                   rust-crate    (+1 duplicate)    
spdx-exceptions                                                                      2.5.0                                                    npm                             
spdx-expression-parse                                                                4.0.0                                                    npm                             
spdx-license-ids                                                                     3.0.23                                                   npm                             
speex                                                                                1.2.1-2                                                  alpm                            
speexdsp                                                                             1.2.1-2                                                  alpm                            
spice                                                                                0.16.0-2                                                 alpm                            
spice-protocol                                                                       0.14.5-1                                                 alpm                            
spin                                                                                 0.9.8                                                    rust-crate    (+1 duplicate)    
spirv-tools                                                                          1:1.4.350.1-1                                            alpm                            
spki                                                                                 0.7.3                                                    rust-crate    (+1 duplicate)    
sql                                                                                  10.0.0                                                   npm                             
sqlite                                                                               3.53.3-1                                                 alpm                            
sqlite-vec                                                                           0.1.9                                                    npm                             
sqlite-vec-linux-x64                                                                 0.1.9                                                    npm                             
srt                                                                                  1.5.5-1                                                  alpm                            
ssh2                                                                                 1.17.0                                                   npm                             
ssri                                                                                 14.0.0                                                   npm                             
st                                                                                   0.9.3-1                                                  alpm                            
st-debug                                                                             0.9.3-1                                                  alpm                            
stable_deref_trait                                                                   1.2.1                                                    rust-crate    (+1 duplicate)    
stack-chain                                                                          1.3.7                                                    npm                             
stack-trace                                                                          0.0.10                                                   npm                             
standardwebhooks                                                                     1.0.0                                                    npm           (+1 duplicate)    
startup-notification                                                                 0.12-9                                                   alpm                            
statuses                                                                             2.0.2                                                    npm           (+2 duplicates)   
stdlib                                                                               go1.23.1                                                 go-module     (+1 duplicate)    
stdlib                                                                               go1.25.7                                                 go-module     (+1 duplicate)    
stdlib                                                                               go1.26.1-X:nodwarf5                                      go-module                       
stdlib                                                                               go1.26.4-X:nodwarf5                                      go-module     (+9 duplicates)   
streamx                                                                              2.22.0                                                   npm                             
string-width                                                                         4.2.3                                                    npm           (+4 duplicates)   
string-width                                                                         5.1.2                                                    npm                             
string_decoder                                                                       1.1.1                                                    npm           (+1 duplicate)    
string_decoder                                                                       1.3.0                                                    npm           (+5 duplicates)   
strip-ansi                                                                           6.0.1                                                    npm           (+3 duplicates)   
strip-ansi                                                                           7.1.2                                                    npm                             
strip-ansi-escapes                                                                   0.2.1                                                    rust-crate    (+1 duplicate)    
strip-json-comments                                                                  2.0.1                                                    npm                             
strsim                                                                               0.11.1                                                   rust-crate    (+1 duplicate)    
strtok3                                                                              10.3.5                                                   npm                             
strum                                                                                0.28.0                                                   rust-crate    (+1 duplicate)    
subtle                                                                               2.6.1                                                    rust-crate    (+1 duplicate)    
sudo                                                                                 1.9.17.p2-6                                              alpm                            
supports-color                                                                       10.2.2                                                   npm                             
supports-color                                                                       3.0.2                                                    rust-crate    (+1 duplicate)    
supports-color                                                                       5.5.0                                                    npm                             
supports-color                                                                       7.2.0                                                    npm                             
supports-hyperlinks                                                                  3.2.0                                                    rust-crate    (+1 duplicate)    
supports-preserve-symlinks-flag                                                      1.0.0                                                    npm                             
supports-unicode                                                                     3.0.0                                                    rust-crate    (+1 duplicate)    
svt-av1                                                                              4.1.0-1                                                  alpm                            
swift                                                                                10.0.0                                                   npm                             
syn                                                                                  2.0.118                                                  rust-crate    (+1 duplicate)    
sync_wrapper                                                                         1.0.2                                                    rust-crate    (+1 duplicate)    
syndication                                                                          6.27.0-1                                                 alpm                            
synstructure                                                                         0.13.2                                                   rust-crate    (+1 duplicate)    
syntax-highlighting                                                                  6.27.0-1                                                 alpm                            
systemd                                                                              261.1-1                                                  alpm                            
systemd-libs                                                                         261.1-1                                                  alpm                            
systemsettings                                                                       6.7.2-1                                                  alpm                            
tabbable                                                                             5.3.3                                                    npm                             
taglib                                                                               2.3-1                                                    alpm                            
tags.cncf.io/container-device-interface                                              v1.1.0                                                   go-module     (+2 duplicates)   
tags.cncf.io/container-device-interface/specs-go                                     v1.1.0                                                   go-module     (+1 duplicate)    
tailscale.com                                                                        v1.90.2                                                  go-module     (+1 duplicate)    
talloc                                                                               2.4.4-1                                                  alpm                            
tar                                                                                  1.35-2                                                   alpm                            
tar                                                                                  7.5.13                                                   npm                             
tar                                                                                  7.5.16                                                   npm           (+1 duplicate)    
tar                                                                                  7.5.19                                                   npm           (+1 duplicate)    
tar-stream                                                                           3.1.6                                                    npm                             
target-lexicon                                                                       0.13.5                                                   rust-crate    (+1 duplicate)    
tas-client                                                                           0.2.33                                                   npm                             
tas-client                                                                           0.3.1                                                    npm                             
tbb                                                                                  2023.0.0                                                 python                          
tdb                                                                                  1.4.15-1                                                 alpm                            
temp-env                                                                             0.3.6                                                    rust-crate    (+1 duplicate)    
tempfile                                                                             3.27.0                                                   rust-crate    (+1 duplicate)    
terminal-suggest                                                                     1.0.1                                                    npm                             
terminal_size                                                                        0.4.4                                                    rust-crate    (+1 duplicate)    
termtree                                                                             0.5.1                                                    rust-crate    (+1 duplicate)    
tevent                                                                               1:0.17.1-2                                               alpm                            
texinfo                                                                              7.3-1                                                    alpm                            
text-decoder                                                                         1.1.0                                                    npm                             
text-hex                                                                             1.0.0                                                    npm                             
text-table                                                                           0.2.0                                                    npm                             
textwrap                                                                             0.16.2                                                   rust-crate    (+1 duplicate)    
theme-abyss                                                                          10.0.0                                                   npm                             
theme-defaults                                                                       10.0.0                                                   npm                             
theme-kimbie-dark                                                                    10.0.0                                                   npm                             
theme-monokai                                                                        10.0.0                                                   npm                             
theme-monokai-dimmed                                                                 10.0.0                                                   npm                             
theme-quietlight                                                                     10.0.0                                                   npm                             
theme-red                                                                            10.0.0                                                   npm                             
theme-solarized-dark                                                                 10.0.0                                                   npm                             
theme-solarized-light                                                                10.0.0                                                   npm                             
theme-tomorrow-night-blue                                                            10.0.0                                                   npm                             
thiserror                                                                            2.0.18                                                   rust-crate    (+1 duplicate)    
thread_local                                                                         1.1.9                                                    rust-crate    (+1 duplicate)    
tikv-jemalloc-sys                                                                    0.6.1+5.3.0-1-ge13ca993e8ccb9ba9847cc330696e02839f328f7  rust-crate    (+1 duplicate)    
tikv-jemallocator                                                                    0.6.1                                                    rust-crate    (+1 duplicate)    
time                                                                                 0.3.47                                                   rust-crate    (+1 duplicate)    
time-core                                                                            0.1.8                                                    rust-crate    (+1 duplicate)    
tiny-relative-date                                                                   2.0.2                                                    npm                             
tinyglobby                                                                           0.2.17                                                   npm           (+1 duplicate)    
tinysparql                                                                           3.11.1-1                                                 alpm                            
tinystr                                                                              0.8.2                                                    rust-crate    (+1 duplicate)    
tinyvec                                                                              1.11.0                                                   rust-crate    (+1 duplicate)    
tinyvec_macros                                                                       0.1.1                                                    rust-crate    (+1 duplicate)    
tmp                                                                                  0.2.7                                                    npm                             
tmux                                                                                 3.7_b-1                                                  alpm                            
toidentifier                                                                         1.0.1                                                    npm           (+2 duplicates)   
token-types                                                                          6.1.2                                                    npm                             
tokio                                                                                1.52.3                                                   rust-crate    (+1 duplicate)    
tokio-rustls                                                                         0.26.4                                                   rust-crate    (+1 duplicate)    
tokio-stream                                                                         0.1.18                                                   rust-crate    (+1 duplicate)    
tokio-util                                                                           0.7.18                                                   rust-crate    (+1 duplicate)    
toml                                                                                 1.1.2+spec-1.1.0                                         rust-crate    (+1 duplicate)    
toml                                                                                 4.1.2                                                    npm                             
toml_datetime                                                                        1.1.1+spec-1.1.0                                         rust-crate    (+1 duplicate)    
toml_edit                                                                            0.25.12+spec-1.1.0                                       rust-crate    (+1 duplicate)    
toml_parser                                                                          1.1.2+spec-1.1.0                                         rust-crate    (+1 duplicate)    
toml_writer                                                                          1.1.1+spec-1.1.0                                         rust-crate    (+1 duplicate)    
tomli                                                                                2.0.1                                                    python        (+1 duplicate)    
tomli                                                                                2.4.0                                                    python                          
tower                                                                                0.5.3                                                    rust-crate    (+1 duplicate)    
tower-http                                                                           0.6.8                                                    rust-crate    (+1 duplicate)    
tower-layer                                                                          0.3.3                                                    rust-crate    (+1 duplicate)    
tower-service                                                                        0.3.3                                                    rust-crate    (+1 duplicate)    
tpm2-tss                                                                             4.1.3-1                                                  alpm                            
tr46                                                                                 0.0.3                                                    npm           (+2 duplicates)   
tracing                                                                              0.1.44                                                   rust-crate    (+1 duplicate)    
tracing-attributes                                                                   0.1.31                                                   rust-crate    (+1 duplicate)    
tracing-core                                                                         0.1.36                                                   rust-crate    (+1 duplicate)    
tracing-log                                                                          0.2.0                                                    rust-crate    (+1 duplicate)    
tracing-subscriber                                                                   0.3.23                                                   rust-crate    (+1 duplicate)    
tracing-tree                                                                         0.4.1                                                    rust-crate    (+1 duplicate)    
tree-sitter-bash                                                                     0.25.1                                                   npm                             
treeverse                                                                            3.0.0                                                    npm                             
triple-beam                                                                          1.4.1                                                    npm                             
try-lock                                                                             0.2.5                                                    rust-crate    (+1 duplicate)    
ts-algebra                                                                           2.0.0                                                    npm           (+3 duplicates)   
tslib                                                                                1.14.1                                                   npm                             
tslib                                                                                1.24-1                                                   alpm                            
tslib                                                                                2.8.1                                                    npm           (+3 duplicates)   
tslog                                                                                4.10.2                                                   npm                             
ttf-hack                                                                             3.003-7                                                  alpm                            
ttf-liberation                                                                       2.1.5-2                                                  alpm                            
tuf-js                                                                               6.0.0                                                    npm                             
tunnel                                                                               0.0.6                                                    npm                             
tunnel-agent                                                                         0.6.0                                                    npm                             
tunnel-forwarding                                                                    10.0.0                                                   npm                             
tweetnacl                                                                            0.14.5                                                   npm                             
type                                                                                 1.2.0                                                    npm                             
type                                                                                 2.1.0                                                    npm                             
type                                                                                 2.7.2                                                    npm                             
type-is                                                                              2.0.1                                                    npm                             
type-is                                                                              2.1.0                                                    npm           (+1 duplicate)    
typebox                                                                              1.1.39                                                   npm                             
typed-rest-client                                                                    1.8.11                                                   npm                             
typedarray-to-buffer                                                                 3.1.5                                                    npm                             
typeguard                                                                            4.3.0                                                    python        (+1 duplicate)    
typeid                                                                               1.0.3                                                    rust-crate    (+1 duplicate)    
typenum                                                                              1.19.0                                                   rust-crate    (+1 duplicate)    
typescript                                                                           10.0.0                                                   npm                             
typescript                                                                           6.0.3                                                    npm           (+2 duplicates)   
typescript                                                                           6.0.3-1                                                  alpm                            
typescript-language-features                                                         10.0.0                                                   npm                             
typing-extensions                                                                    4.12.2                                                   python        (+1 duplicate)    
typing-extensions                                                                    4.15.0                                                   python        (+2 duplicates)   
typing-extensions                                                                    4.16.0                                                   python        (+1 duplicate)    
typing-inspection                                                                    0.4.2                                                    python        (+2 duplicates)   
tzdata                                                                               2026c-1                                                  alpm                            
uc.micro                                                                             1.0.6                                                    npm                             
uc.micro                                                                             2.1.0                                                    npm                             
ucd-trie                                                                             0.1.7                                                    rust-crate    (+1 duplicate)    
udisks2                                                                              2.11.1-2                                                 alpm                            
uhyphen                                                                              0.2.0                                                    npm                             
uint8array-extras                                                                    1.5.0                                                    npm                             
underscore                                                                           1.13.8                                                   npm                             
undici                                                                               6.27.0                                                   npm                             
undici                                                                               7.24.1                                                   npm                             
undici                                                                               7.28.0                                                   npm                             
undici                                                                               8.5.0                                                    npm                             
undici                                                                               8.6.0                                                    npm                             
undici-types                                                                         6.21.0                                                   npm                             
undici-types                                                                         8.3.0                                                    npm           (+1 duplicate)    
unicase                                                                              2.9.0                                                    rust-crate    (+1 duplicate)    
unicode-ident                                                                        1.0.24                                                   rust-crate    (+1 duplicate)    
unicode-linebreak                                                                    0.1.5                                                    rust-crate    (+1 duplicate)    
unicode-width                                                                        0.1.14                                                   rust-crate    (+1 duplicate)    
unicode-width                                                                        0.2.2                                                    rust-crate    (+1 duplicate)    
unit-prefix                                                                          0.5.2                                                    rust-crate    (+1 duplicate)    
universalify                                                                         2.0.1                                                    npm                             
unpipe                                                                               1.0.0                                                    npm           (+2 duplicates)   
unscanny                                                                             0.1.0                                                    rust-crate    (+1 duplicate)    
untrusted                                                                            0.7.1                                                    rust-crate    (+1 duplicate)    
untrusted                                                                            0.9.0                                                    rust-crate    (+1 duplicate)    
unzipper                                                                             0.11.6                                                   npm                             
upower                                                                               1.91.3-1                                                 alpm                            
url                                                                                  2.5.8                                                    rust-crate    (+1 duplicate)    
url-join                                                                             4.0.1                                                    npm                             
utf-8-validate                                                                       5.0.10                                                   npm                             
utf8-width                                                                           0.1.8                                                    rust-crate    (+1 duplicate)    
utf8_iter                                                                            1.0.4                                                    rust-crate    (+1 duplicate)    
utf8parse                                                                            0.2.2                                                    rust-crate    (+1 duplicate)    
util-deprecate                                                                       1.0.2                                                    npm           (+3 duplicates)   
util-linux                                                                           2.42.2-1                                                 alpm                            
util-linux-libs                                                                      2.42.2-1                                                 alpm                            
uuid                                                                                 1.23.4                                                   rust-crate    (+1 duplicate)    
uuid                                                                                 14.0.0                                                   npm                             
uuid                                                                                 14.0.1                                                   npm                             
uuid                                                                                 3.4.0                                                    npm                             
uuid                                                                                 9.0.1                                                    npm                             
uv                                                                                   0.11.28                                                  python                          
uv                                                                                   0.11.28                                                  rust-crate    (+1 duplicate)    
uv-audit                                                                             0.0.61                                                   rust-crate    (+1 duplicate)    
uv-auth                                                                              0.0.61                                                   rust-crate    (+1 duplicate)    
uv-bin-install                                                                       0.0.61                                                   rust-crate    (+1 duplicate)    
uv-build-backend                                                                     0.0.61                                                   rust-crate    (+1 duplicate)    
uv-build-frontend                                                                    0.0.61                                                   rust-crate    (+1 duplicate)    
uv-cache                                                                             0.0.61                                                   rust-crate    (+1 duplicate)    
uv-cache-info                                                                        0.0.61                                                   rust-crate    (+1 duplicate)    
uv-cache-key                                                                         0.0.61                                                   rust-crate    (+1 duplicate)    
